,X,Y,method,covar,alternative,n,r,CI95%,p-unc,marker,stage,system,ci_low,ci_high,p-fdr
793,HBGI,Liver viscosity (US),pearson,"['age', 'gender']",two-sided,3949,-0.012799750628319796,[-0.04  0.02],0.42144056264723184,o,All,Liver,-0.04,0.02,0.6853046166939505
794,HBGI,Liver attenuation (US),pearson,"['age', 'gender']",two-sided,3932,0.019659159499723584,[-0.01  0.05],0.21789153843943881,o,All,Liver,-0.01,0.05,0.473318449045383
795,HBGI,Liver sound speed (US),pearson,"['age', 'gender']",two-sided,3957,-0.019949795274858347,[-0.05  0.01],0.20971600347916172,o,All,Liver,-0.05,0.01,0.4606792662423674
796,HBGI,Liver elasticity (US),pearson,"['age', 'gender']",two-sided,3949,0.020426984668307606,[-0.01  0.05],0.19947251394116572,o,All,Liver,-0.01,0.05,0.44626607464365703
797,HBGI,Carotid - intima media thickness (US),pearson,"['age', 'gender']",two-sided,3732,-0.011846486679368436,[-0.04  0.02],0.46950053207135467,o,All,Vascular,-0.04,0.02,0.7197689974136855
798,HBGI,Median daily caloric intake (DL),pearson,"['age', 'gender']",two-sided,4444,-0.0017279410018778403,[-0.03  0.03],0.908340450673415,o,All,Nutrition,-0.03,0.03,0.9649886480044638
799,HBGI,Median daily carbohydrate caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,0.017240241041655946,[-0.01  0.05],0.2506404082440123,o,All,Nutrition,-0.01,0.05,0.516309729012713
800,HBGI,Median daily lipid caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,-0.013739624531003535,[-0.04  0.02],0.3599247271400955,o,All,Nutrition,-0.04,0.02,0.627786445667236
801,HBGI,Median daily protein caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,-0.013340259450076393,[-0.04  0.02],0.37405932787397234,o,All,Nutrition,-0.04,0.02,0.6431349165994472
802,HBGI,Average width (FI),pearson,"['age', 'gender']",two-sided,2182,-0.008777644953592385,[-0.05  0.03],0.6820955803199918,o,All,Vascular,-0.05,0.03,0.8584089431395401
803,HBGI,Fractal dimension (FI),pearson,"['age', 'gender']",two-sided,2182,0.027203178146453566,[-0.01  0.07],0.2042144460344365,o,All,Vascular,-0.01,0.07,0.4518858593864335
804,HBGI,Vessel density (FI),pearson,"['age', 'gender']",two-sided,2182,0.014926516207725784,[-0.03  0.06],0.4860749764591169,o,All,Vascular,-0.03,0.06,0.7326895229714209
843,LBGI,Waist circumference,pearson,"['age', 'gender']",two-sided,4446,-0.11495966117335851,[-0.14 -0.09],1.5070224252427068e-14,o,All,Anthropometry and body composition,-0.14,-0.09,4.647794161487166e-13
844,LBGI,Sitting BP diastolic,pearson,"['age', 'gender']",two-sided,4448,-0.05104330003458489,[-0.08 -0.02],0.0006622597791269461,o,All,Vascular,-0.08,-0.02,0.00474240907796974
845,LBGI,Sitting BP systolic,pearson,"['age', 'gender']",two-sided,4446,-0.05660714467695838,[-0.09 -0.03],0.00015963138656836288,o,All,Vascular,-0.09,-0.03,0.0012798806001374796
846,LBGI,BMI,pearson,"['age', 'gender']",two-sided,4448,-0.1293057323927873,[-0.16 -0.1 ],4.893536625419944e-18,o,All,Anthropometry and body composition,-0.16,-0.1,2.251026847693174e-16
847,LBGI,HDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,1609,0.08722026414125572,[0.04 0.14],0.0004645854078194672,o,All,Lipids,0.04,0.14,0.003398611312188771
848,LBGI,WBC (BT),pearson,"['age', 'gender']",two-sided,1883,-0.03606734338809642,[-0.08  0.01],0.1178815686725317,o,All,Inflammatory markers,-0.08,0.01,0.3163610890984787
849,LBGI,GGT (BT),pearson,"['age', 'gender']",two-sided,607,-0.04306401676403653,[-0.12  0.04],0.2902675774800057,o,All,Liver,-0.12,0.04,0.5604811096201986
850,LBGI,CRP (BT),pearson,"['age', 'gender']",two-sided,575,-0.08354293452561842,[-0.16 -0.  ],0.04561585195747336,o,All,Inflammatory markers,-0.16,-0.0,0.16006817661218586
851,LBGI,AST\GOT (BT),pearson,"['age', 'gender']",two-sided,1451,-0.02880289676863338,[-0.08  0.02],0.27321687739984574,o,All,Liver,-0.08,0.02,0.5438288267423406
852,LBGI,HbA1C (BT),pearson,"['age', 'gender']",two-sided,1048,-0.14429555249507825,[-0.2  -0.08],2.7892541045717346e-06,o,All,HbA1C,-0.2,-0.08,2.835219340751943e-05
853,LBGI,Total cholesterol (BT),pearson,"['age', 'gender']",two-sided,1633,-0.047210560452152876,[-0.1  0. ],0.0566203841132469,o,All,Lipids,-0.1,0.0,0.18743138579912935
854,LBGI,Triglycerides (BT),pearson,"['age', 'gender']",two-sided,1677,-0.12604932308055247,[-0.17 -0.08],2.2718597473521413e-07,o,All,Lipids,-0.17,-0.08,2.7043102431200492e-06
855,LBGI,LDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,906,-0.054045071941651854,[-0.12  0.01],0.10439933809169677,o,All,Lipids,-0.12,0.01,0.2905927801881939
856,LBGI,ALT\GPT (BT),pearson,"['age', 'gender']",two-sided,1704,-0.09698631046812949,[-0.14 -0.05],6.131009771341549e-05,o,All,Liver,-0.14,-0.05,0.0005227513161196556
857,LBGI,eGFR (BT),pearson,"['age', 'gender']",two-sided,1891,0.00023147542852447773,[-0.04  0.05],0.9919783065734218,o,All,Vascular,-0.04,0.05,0.9949109844938162
858,LBGI,Total Sleep Time (SM),pearson,"['age', 'gender']",two-sided,4448,0.049988664360834656,[0.02 0.08],0.0008551188636725464,o,All,Sleep,0.02,0.08,0.005943130847649913
859,LBGI,AHI (SM),pearson,"['age', 'gender']",two-sided,4375,-0.061821538403148385,[-0.09 -0.03],4.29665107855814e-05,o,All,Sleep,-0.09,-0.03,0.00037753046574953464
860,LBGI,Total Wake Time (SM),pearson,"['age', 'gender']",two-sided,4448,-0.07744297748720708,[-0.11 -0.05],2.3399113636193004e-07,o,All,Sleep,-0.11,-0.05,2.7792207618655498e-06
861,LBGI,ODI (SM),pearson,"['age', 'gender']",two-sided,4332,-0.07559044169274405,[-0.11 -0.05],6.366737863327467e-07,o,All,Sleep,-0.11,-0.05,7.125495489101338e-06
862,LBGI,Mean Oxygen Saturation (SM),pearson,"['age', 'gender']",two-sided,4377,0.1731150469809452,[0.14 0.2 ],8.850252870901366e-31,o,All,Sleep,0.14,0.2,1.9215669033301045e-28
863,LBGI,RDI (SM),pearson,"['age', 'gender']",two-sided,4376,-0.026153094377826303,[-0.06  0.  ],0.08372531312726844,o,All,Sleep,-0.06,0.0,0.24915624981075282
864,LBGI,Scanned VAT mass (DXA),pearson,"['age', 'gender']",two-sided,3780,-0.1332628507108413,[-0.16 -0.1 ],1.9509669114938578e-16,o,All,Anthropometry and body composition,-0.16,-0.1,6.9670055234135924e-15
865,LBGI,Android tissue fat percent (DXA),pearson,"['age', 'gender']",two-sided,3826,-0.10660559874271304,[-0.14 -0.08],3.8688422706993756e-11,o,All,Anthropometry and body composition,-0.14,-0.08,7.636391216493167e-10
866,LBGI,Total fat mass (DXA),pearson,"['age', 'gender']",two-sided,3826,-0.10894406418677298,[-0.14 -0.08],1.4298489202556258e-11,o,All,Anthropometry and body composition,-0.14,-0.08,3.0317265387295063e-10
867,LBGI,vat/fat,pearson,"['age', 'gender']",two-sided,3780,-0.12152346647600619,[-0.15 -0.09],6.639305959045334e-14,o,All,vat/fat,-0.15,-0.09,1.8868142798794804e-12
868,LBGI,Liver viscosity (US),pearson,"['age', 'gender']",two-sided,3949,0.028878588466695932,[-0.    0.06],0.06966149484237007,o,All,Liver,-0.0,0.06,0.21831558545287805
869,LBGI,Liver attenuation (US),pearson,"['age', 'gender']",two-sided,3932,-0.0509087862017904,[-0.08 -0.02],0.0014104107069139982,o,All,Liver,-0.08,-0.02,0.009227490936189289
870,LBGI,Liver sound speed (US),pearson,"['age', 'gender']",two-sided,3957,0.027542691438308817,[-0.    0.06],0.08329002142623504,o,All,Liver,-0.0,0.06,0.24799683834426975
871,LBGI,Liver elasticity (US),pearson,"['age', 'gender']",two-sided,3949,-0.0022482160087522623,[-0.03  0.03],0.8877119794728514,o,All,Liver,-0.03,0.03,0.9587148079145716
872,LBGI,Carotid - intima media thickness (US),pearson,"['age', 'gender']",two-sided,3732,0.0495187919897678,[0.02 0.08],0.002485186097424899,o,All,Vascular,0.02,0.08,0.015105924005400171
873,LBGI,Median daily caloric intake (DL),pearson,"['age', 'gender']",two-sided,4444,-0.008580952417630308,[-0.04  0.02],0.5674874777486059,o,All,Nutrition,-0.04,0.02,0.7882642128786538
874,LBGI,Median daily carbohydrate caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,-0.010514216387609503,[-0.04  0.02],0.48356696522851494,o,All,Nutrition,-0.04,0.02,0.7309388714175381
875,LBGI,Median daily lipid caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,0.01454176222129971,[-0.01  0.04],0.33256382998477285,o,All,Nutrition,-0.01,0.04,0.6008615829588574
876,LBGI,Median daily protein caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,0.0014055964537132708,[-0.03  0.03],0.9253837436995176,o,All,Nutrition,-0.03,0.03,0.9718301250259846
877,LBGI,Average width (FI),pearson,"['age', 'gender']",two-sided,2182,0.01798946650528031,[-0.02  0.06],0.4011759795288822,o,All,Vascular,-0.02,0.06,0.6701336123498107
878,LBGI,Fractal dimension (FI),pearson,"['age', 'gender']",two-sided,2182,0.047348575473725965,[0.01 0.09],0.027056674779888504,o,All,Vascular,0.01,0.09,0.10782939111984934
879,LBGI,Vessel density (FI),pearson,"['age', 'gender']",two-sided,2182,0.05558686643328352,[0.01 0.1 ],0.009434475138027436,o,All,Vascular,0.01,0.1,0.04601107910980496
917,Hyper index,Waist circumference,pearson,"['age', 'gender']",two-sided,4446,0.04184448578135099,[0.01 0.07],0.005271942418496364,o,All,Anthropometry and body composition,0.01,0.07,0.028558985476644975
918,Hyper index,Sitting BP diastolic,pearson,"['age', 'gender']",two-sided,4448,0.007876631833494668,[-0.02  0.04],0.5995406898599984,o,All,Vascular,-0.02,0.04,0.8108134541114398
919,Hyper index,Sitting BP systolic,pearson,"['age', 'gender']",two-sided,4446,0.002433273733492149,[-0.03  0.03],0.8711761210996136,o,All,Vascular,-0.03,0.03,0.9501193460576055
920,Hyper index,BMI,pearson,"['age', 'gender']",two-sided,4448,0.028078718826165337,[-0.    0.06],0.06119487539599261,o,All,Anthropometry and body composition,-0.0,0.06,0.1982398321873739
921,Hyper index,HDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,1609,-0.027688746375771414,[-0.08  0.02],0.2672926093399595,o,All,Lipids,-0.08,0.02,0.5369593943365286
922,Hyper index,WBC (BT),pearson,"['age', 'gender']",two-sided,1883,0.0457544097829976,[0.   0.09],0.04724341428255432,o,All,Inflammatory markers,0.0,0.09,0.16425480177351198
923,Hyper index,GGT (BT),pearson,"['age', 'gender']",two-sided,607,0.03012010726571934,[-0.05  0.11],0.4596081038927927,o,All,Liver,-0.05,0.11,0.713602056044073
924,Hyper index,CRP (BT),pearson,"['age', 'gender']",two-sided,575,-0.021976782440695185,[-0.1   0.06],0.5995956530588281,o,All,Inflammatory markers,-0.1,0.06,0.8108134541114398
925,Hyper index,AST\GOT (BT),pearson,"['age', 'gender']",two-sided,1451,-0.014716202801263047,[-0.07  0.04],0.575663679239353,o,All,Liver,-0.07,0.04,0.7946852621849461
926,Hyper index,HbA1C (BT),pearson,"['age', 'gender']",two-sided,1048,0.09477907562220904,[0.03 0.15],0.0021507698564826126,o,All,HbA1C,0.03,0.15,0.013357412792892017
927,Hyper index,Total cholesterol (BT),pearson,"['age', 'gender']",two-sided,1633,-0.0164078821628076,[-0.06  0.03],0.5078562655352361,o,All,Lipids,-0.06,0.03,0.7486810997624285
928,Hyper index,Triglycerides (BT),pearson,"['age', 'gender']",two-sided,1677,0.04721012124162837,[-0.    0.09],0.05338515591681073,o,All,Lipids,-0.0,0.09,0.1794270131990394
929,Hyper index,LDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,906,-0.019438253892584304,[-0.08  0.05],0.5594298634024115,o,All,Lipids,-0.08,0.05,0.7834459767130837
930,Hyper index,ALT\GPT (BT),pearson,"['age', 'gender']",two-sided,1704,0.024595615938206708,[-0.02  0.07],0.31053145643016905,o,All,Liver,-0.02,0.07,0.581831116846033
931,Hyper index,eGFR (BT),pearson,"['age', 'gender']",two-sided,1891,0.005645052817658871,[-0.04  0.05],0.8063105741236304,o,All,Vascular,-0.04,0.05,0.9231499254045699
932,Hyper index,Total Sleep Time (SM),pearson,"['age', 'gender']",two-sided,4448,-0.04317267193812465,[-0.07 -0.01],0.003986668284677509,o,All,Sleep,-0.07,-0.01,0.022494423543897628
933,Hyper index,AHI (SM),pearson,"['age', 'gender']",two-sided,4375,0.024193012456884086,[-0.01  0.05],0.10968106735372472,o,All,Sleep,-0.01,0.05,0.30098525459859343
934,Hyper index,Total Wake Time (SM),pearson,"['age', 'gender']",two-sided,4448,0.030812914155386274,[0.   0.06],0.03993082325553978,o,All,Sleep,0.0,0.06,0.14468925809817754
935,Hyper index,ODI (SM),pearson,"['age', 'gender']",two-sided,4332,0.017028723246299057,[-0.01  0.05],0.26258838230404513,o,All,Sleep,-0.01,0.05,0.5306514293173332
936,Hyper index,Mean Oxygen Saturation (SM),pearson,"['age', 'gender']",two-sided,4377,-0.02718033288173217,[-0.06  0.  ],0.07223591581190245,o,All,Sleep,-0.06,0.0,0.22354421381243242
937,Hyper index,RDI (SM),pearson,"['age', 'gender']",two-sided,4376,0.00706678259414997,[-0.02  0.04],0.6403263462144682,o,All,Sleep,-0.02,0.04,0.8389310661965081
938,Hyper index,Scanned VAT mass (DXA),pearson,"['age', 'gender']",two-sided,3780,0.03917238465849547,[0.01 0.07],0.01604566752303483,o,All,Anthropometry and body composition,0.01,0.07,0.0723989054987806
939,Hyper index,Android tissue fat percent (DXA),pearson,"['age', 'gender']",two-sided,3826,0.02835292298428608,[-0.    0.06],0.0795880341618726,o,All,Anthropometry and body composition,-0.0,0.06,0.23960280057162753
940,Hyper index,Total fat mass (DXA),pearson,"['age', 'gender']",two-sided,3826,0.031814469080728484,[0.   0.06],0.04915857068568668,o,All,Anthropometry and body composition,0.0,0.06,0.1687689965934354
941,Hyper index,vat/fat,pearson,"['age', 'gender']",two-sided,3780,0.0330670804957818,[0.   0.06],0.042116643227019565,o,All,vat/fat,0.0,0.06,0.15079758538012017
942,Hyper index,Liver viscosity (US),pearson,"['age', 'gender']",two-sided,3949,-0.006185652235941948,[-0.04  0.03],0.6976496194794897,o,All,Liver,-0.04,0.03,0.8681108355788398
943,Hyper index,Liver attenuation (US),pearson,"['age', 'gender']",two-sided,3932,0.01630928030422606,[-0.01  0.05],0.3067019521828688,o,All,Liver,-0.01,0.05,0.5772519942631318
944,Hyper index,Liver sound speed (US),pearson,"['age', 'gender']",two-sided,3957,-0.015558348392470056,[-0.05  0.02],0.3279775776661147,o,All,Liver,-0.05,0.02,0.5974034535475405
945,Hyper index,Liver elasticity (US),pearson,"['age', 'gender']",two-sided,3949,0.015612170689331295,[-0.02  0.05],0.3267968838789179,o,All,Liver,-0.02,0.05,0.5964098509142302
946,Hyper index,Carotid - intima media thickness (US),pearson,"['age', 'gender']",two-sided,3732,-0.004631443924128034,[-0.04  0.03],0.7773560300670272,o,All,Vascular,-0.04,0.03,0.9098262127169243
947,Hyper index,Median daily caloric intake (DL),pearson,"['age', 'gender']",two-sided,4444,-0.000929223150407909,[-0.03  0.03],0.9506315133627607,o,All,Nutrition,-0.03,0.03,0.9791078415155322
948,Hyper index,Median daily carbohydrate caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,0.014211271963724422,[-0.02  0.04],0.343669964951419,o,All,Nutrition,-0.02,0.04,0.6108187851199418
949,Hyper index,Median daily lipid caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,-0.009282708956898852,[-0.04  0.02],0.5362350822280507,o,All,Nutrition,-0.04,0.02,0.7663728347377197
950,Hyper index,Median daily protein caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,-0.015846906611018355,[-0.05  0.01],0.2909961196772245,o,All,Nutrition,-0.05,0.01,0.561509753859927
951,Hyper index,Average width (FI),pearson,"['age', 'gender']",two-sided,2182,-0.00755985535663745,[-0.05  0.03],0.7242565313523368,o,All,Vascular,-0.05,0.03,0.8807232671195768
952,Hyper index,Fractal dimension (FI),pearson,"['age', 'gender']",two-sided,2182,0.034929755802787996,[-0.01  0.08],0.10300666734057762,o,All,Vascular,-0.01,0.08,0.2883932041104346
953,Hyper index,Vessel density (FI),pearson,"['age', 'gender']",two-sided,2182,0.021710302750088704,[-0.02  0.06],0.3109635564732929,o,All,Vascular,-0.02,0.06,0.5824396772039454
990,Hypo index,Waist circumference,pearson,"['age', 'gender']",two-sided,4446,-0.08163580453173463,[-0.11 -0.05],5.04601040045148e-08,o,All,Anthropometry and body composition,-0.11,-0.05,6.536931850513277e-07
991,Hypo index,Sitting BP diastolic,pearson,"['age', 'gender']",two-sided,4448,-0.031048717996830892,[-0.06 -0.  ],0.03843421107951087,o,All,Vascular,-0.06,-0.0,0.1408648870625152
992,Hypo index,Sitting BP systolic,pearson,"['age', 'gender']",two-sided,4446,-0.030339234369772133,[-0.06 -0.  ],0.04313390402452976,o,All,Vascular,-0.06,-0.0,0.1533541278613701
993,Hypo index,BMI,pearson,"['age', 'gender']",two-sided,4448,-0.0798050204927213,[-0.11 -0.05],9.915314551868035e-08,o,All,Anthropometry and body composition,-0.11,-0.05,1.231586439074135e-06
994,Hypo index,HDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,1609,0.05176294155041777,[0.  0.1],0.03800337681509832,o,All,Lipids,0.0,0.1,0.13947419158374152
995,Hypo index,WBC (BT),pearson,"['age', 'gender']",two-sided,1883,-0.021098248037786642,[-0.07  0.02],0.3604357830919398,o,All,Inflammatory markers,-0.07,0.02,0.627870805719849
996,Hypo index,GGT (BT),pearson,"['age', 'gender']",two-sided,607,-0.044573587026280614,[-0.12  0.04],0.2736735063610844,o,All,Liver,-0.12,0.04,0.544198853757595
997,Hypo index,CRP (BT),pearson,"['age', 'gender']",two-sided,575,-0.09227785988540528,[-0.17 -0.01],0.027189621374122116,o,All,Inflammatory markers,-0.17,-0.01,0.10820034077619857
998,Hypo index,AST\GOT (BT),pearson,"['age', 'gender']",two-sided,1451,-0.03006534876343236,[-0.08  0.02],0.2527354635721318,o,All,Liver,-0.08,0.02,0.5190496013127247
999,Hypo index,HbA1C (BT),pearson,"['age', 'gender']",two-sided,1048,-0.03429500294030397,[-0.09  0.03],0.2677900807016374,o,All,HbA1C,-0.09,0.03,0.5371635469506607
1000,Hypo index,Total cholesterol (BT),pearson,"['age', 'gender']",two-sided,1633,-0.02949875137579185,[-0.08  0.02],0.2337824799302403,o,All,Lipids,-0.08,0.02,0.4953049574790571
1001,Hypo index,Triglycerides (BT),pearson,"['age', 'gender']",two-sided,1677,-0.07589562501141695,[-0.12 -0.03],0.0018814953069965653,o,All,Lipids,-0.12,-0.03,0.011820320053677497
1002,Hypo index,LDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,906,-0.045763976060909456,[-0.11  0.02],0.16919862654452267,o,All,Lipids,-0.11,0.02,0.4019300415245816
1003,Hypo index,ALT\GPT (BT),pearson,"['age', 'gender']",two-sided,1704,-0.05460748190447953,[-0.1  -0.01],0.024267086664543424,o,All,Liver,-0.1,-0.01,0.09911342845383123
1004,Hypo index,eGFR (BT),pearson,"['age', 'gender']",two-sided,1891,0.01605651857108298,[-0.03  0.06],0.485526529261904,o,All,Vascular,-0.03,0.06,0.7320661113426709
1005,Hypo index,Total Sleep Time (SM),pearson,"['age', 'gender']",two-sided,4448,0.029482815427967202,[0.   0.06],0.04932871225700579,o,All,Sleep,0.0,0.06,0.16914482004486886
1006,Hypo index,AHI (SM),pearson,"['age', 'gender']",two-sided,4375,-0.04806647140560487,[-0.08 -0.02],0.0014752911096197639,o,All,Sleep,-0.08,-0.02,0.00960177475181784
1007,Hypo index,Total Wake Time (SM),pearson,"['age', 'gender']",two-sided,4448,-0.03507940364103555,[-0.06 -0.01],0.019330346684815522,o,All,Sleep,-0.06,-0.01,0.0830103811749831
1008,Hypo index,ODI (SM),pearson,"['age', 'gender']",two-sided,4332,-0.05156211655266478,[-0.08 -0.02],0.0006882777135385559,o,All,Sleep,-0.08,-0.02,0.004915751880378002
1009,Hypo index,Mean Oxygen Saturation (SM),pearson,"['age', 'gender']",two-sided,4377,0.09585309424097253,[0.07 0.13],2.1128420373833415e-10,o,All,Sleep,0.07,0.13,3.797518734740655e-09
1010,Hypo index,RDI (SM),pearson,"['age', 'gender']",two-sided,4376,-0.029533144242471082,[-0.06  0.  ],0.050810312818045586,o,All,Sleep,-0.06,0.0,0.17280600123831544
1011,Hypo index,Scanned VAT mass (DXA),pearson,"['age', 'gender']",two-sided,3780,-0.0888675826192856,[-0.12 -0.06],4.4673405828609245e-08,o,All,Anthropometry and body composition,-0.12,-0.06,5.815041890592109e-07
1012,Hypo index,Android tissue fat percent (DXA),pearson,"['age', 'gender']",two-sided,3826,-0.08006221377027682,[-0.11 -0.05],7.149148480764242e-07,o,All,Anthropometry and body composition,-0.11,-0.05,7.903376365292934e-06
1013,Hypo index,Total fat mass (DXA),pearson,"['age', 'gender']",two-sided,3826,-0.07436682760117616,[-0.11 -0.04],4.152397803128414e-06,o,All,Anthropometry and body composition,-0.11,-0.04,4.1356358303451425e-05
1014,Hypo index,vat/fat,pearson,"['age', 'gender']",two-sided,3780,-0.08502630831745947,[-0.12 -0.05],1.659435928340975e-07,o,All,vat/fat,-0.12,-0.05,2.0016484931188473e-06
1015,Hypo index,Liver viscosity (US),pearson,"['age', 'gender']",two-sided,3949,0.0056001029516747495,[-0.03  0.04],0.7250492721164279,o,All,Liver,-0.03,0.04,0.8810314414703314
1016,Hypo index,Liver attenuation (US),pearson,"['age', 'gender']",two-sided,3932,-0.04334190336824874,[-0.07 -0.01],0.00657763502903795,o,All,Liver,-0.07,-0.01,0.034529403227870396
1017,Hypo index,Liver sound speed (US),pearson,"['age', 'gender']",two-sided,3957,0.009572332714735813,[-0.02  0.04],0.5472966735447582,o,All,Liver,-0.02,0.04,0.7749696018273795
1018,Hypo index,Liver elasticity (US),pearson,"['age', 'gender']",two-sided,3949,0.007163709071279421,[-0.02  0.04],0.6527649919754962,o,All,Liver,-0.02,0.04,0.8432195089107553
1019,Hypo index,Carotid - intima media thickness (US),pearson,"['age', 'gender']",two-sided,3732,0.023401859716041716,[-0.01  0.06],0.15301705221374468,o,All,Vascular,-0.01,0.06,0.3758264974733964
1020,Hypo index,Median daily caloric intake (DL),pearson,"['age', 'gender']",two-sided,4444,-0.004483839098468305,[-0.03  0.02],0.7651248616111909,o,All,Nutrition,-0.03,0.02,0.9018670464333428
1021,Hypo index,Median daily carbohydrate caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,-0.04182033323900277,[-0.07 -0.01],0.005308523667491791,o,All,Nutrition,-0.07,-0.01,0.028728481024073223
1022,Hypo index,Median daily lipid caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,0.040618943335756344,[0.01 0.07],0.006778385896480836,o,All,Nutrition,0.01,0.07,0.035343975644666646
1023,Hypo index,Median daily protein caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,4444,0.020159942891342205,[-0.01  0.05],0.17914737196527908,o,All,Nutrition,-0.01,0.05,0.4169862500118074
1024,Hypo index,Average width (FI),pearson,"['age', 'gender']",two-sided,2182,0.03178364578973881,[-0.01  0.07],0.13793709973849289,o,All,Vascular,-0.01,0.07,0.3519144941829893
1025,Hypo index,Fractal dimension (FI),pearson,"['age', 'gender']",two-sided,2182,0.028142324777825672,[-0.01  0.07],0.18901961109097593,o,All,Vascular,-0.01,0.07,0.4307298274566823
1026,Hypo index,Vessel density (FI),pearson,"['age', 'gender']",two-sided,2182,0.04549003632077779,[0.   0.09],0.03368415743032831,o,All,Vascular,0.0,0.09,0.1271929016927756
1062,IGC,Waist circumference,pearson,"['age', 'gender']",two-sided,4446,-0.08030207319108702,[-0.11 -0.05],8.305817360693051e-08,o,All,Anthropometry and body composition,-0.11,-0.05,1.0583093106535651e-06
1063,IGC,Sitting BP diastolic,pearson,"['age', 'gender']",two-sided,4448,-0.030806159928450788,[-0.06 -0.  ],0.039974409445059575,o,All,Vascular,-0.06,-0.0,0.1447059338940771
1064,IGC,Sitting BP systolic,pearson,"['age', 'gender']",two-sided,4446,-0.030275504752953288,[-0.06 -0.  ],0.043574507634642996,o,All,Vascular,-0.06,-0.0,0.15428729774353697
1065,IGC,BMI,pearson,"['age', 'gender']",two-sided,4448,-0.07892360363407973,[-0.11 -0.05],1.3699344129601906e-07,o,All,Anthropometry and body composition,-0.11,-0.05,1.6747756742225034e-06
1066,IGC,HDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,1609,0.05057387577186668,[0.  0.1],0.042652689676870595,o,All,Lipids,0.0,0.1,0.15218089920955422
1067,IGC,WBC (BT),pearson,"['age', 'gender']",two-sided,1883,-0.01921704783467181,[-0.06  0.03],0.4048583799664802,o,All,Inflammatory markers,-0.06,0.03,0.673275516684453
1068,IGC,GGT (BT),pearson,"['age', 'gender']",two-sided,607,-0.043461739975495045,[-0.12  0.04],0.28583142103605047,o,All,Liver,-0.12,0.04,0.5556339399083742
1069,IGC,CRP (BT),pearson,"['age', 'gender']",two-sided,575,-0.09336011508349695,[-0.17 -0.01],0.02543029361948178,o,All,Inflammatory markers,-0.17,-0.01,0.1027050846477285
1070,IGC,AST\GOT (BT),pearson,"['age', 'gender']",two-sided,1451,-0.030674519359654952,[-0.08  0.02],0.2432447175459488,o,All,Liver,-0.08,0.02,0.5078201257074654
1071,IGC,HbA1C (BT),pearson,"['age', 'gender']",two-sided,1048,-0.030051203889526475,[-0.09  0.03],0.3315627616737711,o,All,HbA1C,-0.09,0.03,0.6006570197994636
1072,IGC,Total cholesterol (BT),pearson,"['age', 'gender']",two-sided,1633,-0.030225594481211756,[-0.08  0.02],0.22245619947215511,o,All,Lipids,-0.08,0.02,0.48059521554642926
1073,IGC,Triglycerides (BT),pearson,"['age', 'gender']",two-sided,1677,-0.07397342644953035,[-0.12 -0.03],0.0024505303348583067,o,All,Lipids,-0.12,-0.03,0.014945481637765044
1074,IGC,LDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,906,-0.046642545081123046,[-0.11  0.02],0.1611528744552613,o,All,Lipids,-0.11,0.02,0.39068235933146866
1075,IGC,ALT\GPT (BT),pearson,"['age', 'gender']",two-sided,1704,-0.05366444513488644,[-0.1  -0.01],0.02683484981625871,o,All,Liver,-0.1,-0.01,0.10733939926503484
1076,IGC,eGFR (BT),pearson,"['age', 'gender']",two-sided,1891,0.01629185039069591,[-0.03  0.06],0.47915338655140605,o,All,Vascular,-0.03,0.06,0.7277805121765544
1077,IGC,Total Sleep Time (SM),pearson,"['age', 'gender']",two-sided,4448,0.02807703818535757,[-0.    0.06],0.0612103829672142,o,All,Sleep,-0.0,0.06,0.1982398321873739
1078,IGC,AHI (SM),pearson,"['age', 'gender']",two-sided,4375,-0.04729098921962054,[-0.08 -0.02],0.001759127884880066,o,All,Sleep,-0.08,-0.02,0.011180967399448474
1079,IGC,Total Wake Time (SM),pearson,"['age', 'gender']",two-sided,4448,-0.03408369286770909,[-0.06 -0.  ],0.02304637334730578,o,All,Sleep,-0.06,-0.0,0.09531610791546426
1080,IGC,ODI (SM),pearson,"['age', 'gender']",two-sided,4332,-0.05102612932833664,[-0.08 -0.02],0.0007825974615636629,o,All,Sleep,-0.08,-0.02,0.0055168039238539775
